CLASS,SUBCLASS,ADDRESS,NAME,CURRENT_ADDRESS,NUM_READS,FROM,TO,TYPE
System Data,Manufacturer Data,0x4055,Manufacturer Info Block A21,0x4040,2,21,22,H1
System Data,Manufacturer Data,0x4056,Manufacturer Info Block A22,0x4040,2,22,23,H1
System Data,Manufacturer Data,0x4057,Manufacturer Info Block A23,0x4040,2,23,24,H1
System Data,Manufacturer Data,0x4058,Manufacturer Info Block A24,0x4040,2,24,25,H1
System Data,Manufacturer Data,0x4059,Manufacturer Info Block A25,0x4040,2,25,26,H1
System Data,Manufacturer Data,0x405a,Manufacturer Info Block A26,0x4040,2,26,27,H1
System Data,Manufacturer Data,0x405b,Manufacturer Info Block A27,0x4040,2,27,28,H1
System Data,Manufacturer Data,0x405c,Manufacturer Info Block A28,0x4040,2,28,29,H1
System Data,Manufacturer Data,0x405d,Manufacturer Info Block A29,0x4040,2,29,30,H1
System Data,Manufacturer Data,0x405e,Manufacturer Info Block A30,0x4040,2,30,31,H1
System Data,Manufacturer Data,0x405f,Manufacturer Info Block A31,0x4040,2,31,32,H1
System Data,Manufacturer Data,0x4060,Manufacturer Info Block A32,0x4040,2,32,33,H1
SBS Configuration,Data,0x406b,Manufacture Date,0x406b,2,0,2,U2
SBS Configuration,Data,0x406d,Serial Number,0x406b,2,2,4,H2
SBS Configuration,Data,0x406f,Manufacturer Name,0x406b,2,4,25,S21
SBS Configuration,Data,0x4084,Device Name,0x406b,2,25,46,S21
SBS Configuration,Data,0x4099,Device Chemistry,0x406b,2,46,51,S5
SBS Configuration,Data,0x449f,Remaining AH Cap. Alarm,0x449f,1,0,2,I2
SBS Configuration,Data,0x44a1,Remaining WH Cap. Alarm,0x449f,1,2,4,I2
SBS Configuration,Data,0x44a3,Remaining Time Alarm,0x449f,1,4,6,U2
SBS Configuration,Data,0x44a5,Initial Battery Mode,0x449f,1,6,8,H2
SBS Configuration,Data,0x44a7,Specification Information,0x449f,1,8,10,H2
LED Support,LED Config,0x448d,LED Flash Period,0x448d,1,0,2,U2
LED Support,LED Config,0x448f,LED Blink Period,0x448d,1,2,4,U2
LED Support,LED Config,0x4491,LED Delay,0x448d,1,4,6,U2
LED Support,LED Config,0x4493,LED Hold Time,0x448d,1,6,7,U1
LED Support,LED Config,0x4494,LED Flash Alarm,0x448d,1,7,8,I1
LED Support,LED Config,0x4495,LED Thresh 1,0x448d,1,8,9,I1
LED Support,LED Config,0x4496,LED Thresh 2,0x448d,1,9,10,I1
LED Support,LED Config,0x4497,LED Thresh 3,0x448d,1,10,11,I1
LED Support,LED Config,0x4498,LED Thresh 4,0x448d,1,11,12,I1
LED Support,LED Config,0x4499,LED Thresh 5,0x448d,1,12,13,I1
LED Support,LED Config,0x449a,LCD Refresh Rate,0x448d,1,13,14,U1
Lifetimes,Voltage,0x40c0,Cell 1 Max Voltage,0x40c0,3,0,2,I2
Lifetimes,Voltage,0x40c2,Cell 2 Max Voltage,0x40c0,3,2,4,I2
Lifetimes,Voltage,0x40c4,Cell 3 Max Voltage,0x40c0,3,4,6,I2
Lifetimes,Voltage,0x40c6,Cell 4 Max Voltage,0x40c0,3,6,8,I2
Lifetimes,Voltage,0x40c8,Cell 5 Max Voltage,0x40c0,3,8,10,I2
Lifetimes,Voltage,0x40ca,Cell 6 Max Voltage,0x40c0,3,10,12,I2
Lifetimes,Voltage,0x40cc,Cell 7 Max Voltage,0x40c0,3,12,14,I2
Lifetimes,Voltage,0x40ce,Cell 8 Max Voltage,0x40c0,3,14,16,I2
Lifetimes,Voltage,0x40d0,Cell 9 Max Voltage,0x40c0,3,16,18,I2
Lifetimes,Voltage,0x40d2,Cell 10 Max Voltage,0x40c0,3,18,20,I2
Lifetimes,Voltage,0x40d4,Cell 11 Max Voltage,0x40c0,3,20,22,I2
Lifetimes,Voltage,0x40d6,Cell 12 Max Voltage,0x40c0,3,22,24,I2
Lifetimes,Voltage,0x40d8,Cell 13 Max Voltage,0x40c0,3,24,26,I2
Lifetimes,Voltage,0x40da,Cell 14 Max Voltage,0x40c0,3,26,28,I2
Lifetimes,Voltage,0x40dc,Cell 15 Max Voltage,0x40c0,3,28,30,I2
Lifetimes,Voltage,0x40e0,Cell 1 Min Voltage,0x40c0,3,32,34,I2
Lifetimes,Voltage,0x40e2,Cell 2 Min Voltage,0x40c0,3,34,36,I2
Lifetimes,Voltage,0x40e4,Cell 3 Min Voltage,0x40c0,3,36,38,I2
Lifetimes,Voltage,0x40e6,Cell 4 Min Voltage,0x40c0,3,38,40,I2
Lifetimes,Voltage,0x40e8,Cell 5 Min Voltage,0x40c0,3,40,42,I2
Lifetimes,Voltage,0x40ea,Cell 6 Min Voltage,0x40c0,3,42,44,I2
Lifetimes,Voltage,0x40ec,Cell 7 Min Voltage,0x40c0,3,44,46,I2
Lifetimes,Voltage,0x40ee,Cell 8 Min Voltage,0x40c0,3,46,48,I2
Lifetimes,Voltage,0x40f0,Cell 9 Min Voltage,0x40c0,3,48,50,I2
Lifetimes,Voltage,0x40f2,Cell 10 Min Voltage,0x40c0,3,50,52,I2
Lifetimes,Voltage,0x40f4,Cell 11 Min Voltage,0x40c0,3,52,54,I2
Lifetimes,Voltage,0x40f6,Cell 12 Min Voltage,0x40c0,3,54,56,I2
Lifetimes,Voltage,0x40f8,Cell 13 Min Voltage,0x40c0,3,56,58,I2
Lifetimes,Voltage,0x40fa,Cell 14 Min Voltage,0x40c0,3,58,60,I2
Lifetimes,Voltage,0x40fc,Cell 15 Min Voltage,0x40c0,3,60,62,I2
Lifetimes,Voltage,0x4100,Max Delta Cell Voltage,0x40c0,3,64,66,I2
Lifetimes,Current,0x4102,Max Charge Current,0x4102,1,0,2,I2
Lifetimes,Current,0x4104,Max Discharge Current,0x4102,1,2,4,I2
Lifetimes,Current,0x4106,Max Avg Dsg Current,0x4102,1,4,6,I2
Lifetimes,Current,0x4108,Max Avg Dsg Power,0x4102,1,6,8,I2
Lifetimes,Temperature,0x410a,Max Temp Cell,0x410a,1,0,1,I1
Lifetimes,Temperature,0x410b,Min Temp Cell,0x410a,1,1,2,I1
Lifetimes,Temperature,0x410c,Max Delta Cell Temp,0x410a,1,2,3,I1
Lifetimes,Temperature,0x410d,Max Temp Fet,0x410a,1,3,4,I1
Lifetimes,Gauge Temperature,0x410e,Max Temp Int Sensor,0x410e,1,0,1,I1
Lifetimes,Gauge Temperature,0x410f,Min Temp Int Sensor,0x410e,1,1,2,I1
Lifetimes,Safety Events,0x4110,No Of COV Events,0x4110,2,0,2,U2
Lifetimes,Safety Events,0x4112,Last COV Event,0x4110,2,2,4,U2
Lifetimes,Safety Events,0x4114,No Of CUV Events,0x4110,2,4,6,U2
Lifetimes,Safety Events,0x4116,Last CUV Event,0x4110,2,6,8,U2
Lifetimes,Safety Events,0x4118,No Of OCD Events,0x4110,2,8,10,U2
Lifetimes,Safety Events,0x411a,Last OCD Event,0x4110,2,10,12,U2
Lifetimes,Safety Events,0x411c,No Of OCC Events,0x4110,2,12,14,U2
Lifetimes,Safety Events,0x411e,Last OCC Event,0x4110,2,14,16,U2
Lifetimes,Safety Events,0x4120,No Of AOLD Events,0x4110,2,16,18,U2
Lifetimes,Safety Events,0x4122,Last AOLD Event,0x4110,2,18,20,U2
Lifetimes,Safety Events,0x4124,No Of ASCD Events,0x4110,2,20,22,U2
Lifetimes,Safety Events,0x4126,Last ASCD Event,0x4110,2,22,24,U2
Lifetimes,Safety Events,0x4128,No Of OTC Events,0x4110,2,24,26,U2
Lifetimes,Safety Events,0x412a,Last OTC Event,0x4110,2,26,28,U2
Lifetimes,Safety Events,0x412c,No Of OTD Events,0x4110,2,28,30,U2
Lifetimes,Safety Events,0x412e,Last OTD Event,0x4110,2,30,32,U2
Lifetimes,Safety Events,0x4130,No Of OTF Events,0x4110,2,32,34,U2
Lifetimes,Safety Events,0x4132,Last OTF Event,0x4110,2,34,36,U2
Lifetimes,Charging Events,0x4134,No Valid Charge Term,0x4134,1,0,2,U2
Lifetimes,Charging Events,0x4136,Last Valid Charge Term,0x4134,1,2,4,U2
Lifetimes,Gauging Events,0x4138,No of FCC Updates,0x4138,1,0,2,U2
Lifetimes,Gauging Events,0x413a,Last FCC Update,0x4138,1,2,4,U2
Lifetimes,Power Events,0x413c,No Of Shutdowns,0x413c,1,0,1,U1
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 1,0x4140,1,0,1,U1
Lifetimes,Cell Balancing,0x4141,Cb Time Cell 2,0x4140,1,1,2,U1
Lifetimes,Cell Balancing,0x4142,Cb Time Cell 3,0x4140,1,2,3,U1
Lifetimes,Cell Balancing,0x4143,Cb Time Cell 4,0x4140,1,3,4,U1
Lifetimes,Cell Balancing,0x4144,Cb Time Cell 5,0x4140,1,4,5,U1
Lifetimes,Cell Balancing,0x4145,Cb Time Cell 6,0x4140,1,5,6,U1
Lifetimes,Cell Balancing,0x4146,Cb Time Cell 7,0x4140,1,6,7,U1
Lifetimes,Cell Balancing,0x4147,Cb Time Cell 8,0x4140,1,7,8,U1
Lifetimes,Cell Balancing,0x4148,Cb Time Cell 9,0x4140,1,8,9,U1
Lifetimes,Cell Balancing,0x4149,Cb Time Cell 10,0x4140,1,9,10,U1
Lifetimes,Cell Balancing,0x414a,Cb Time Cell 11,0x4140,1,10,11,U1
Lifetimes,Cell Balancing,0x414b,Cb Time Cell 12,0x4140,1,11,12,U1
Lifetimes,Cell Balancing,0x414c,Cb Time Cell 13,0x4140,1,12,13,U1
Lifetimes,Cell Balancing,0x414d,Cb Time Cell 14,0x4140,1,13,14,U1
Lifetimes,Cell Balancing,0x414e,Cb Time Cell 15,0x4140,1,14,15,U1
Lifetimes,Time,0x4150,Total Fw Runtime,0x4150,1,0,2,U2
Lifetimes,Time,0x4152,Time Spent In UT,0x4150,1,2,4,U2
Lifetimes,Time,0x4154,Time Spent In LT,0x4150,1,4,6,U2
Lifetimes,Time,0x4156,Time Spent In ST,0x4150,1,6,8,U2
Lifetimes,Time,0x4158,Time Spent In HT,0x4150,1,8,10,U2
Lifetimes,Time,0x415a,Time Spent In OT,0x4150,1,10,12,U2
Lifetimes,Time,0x415c,Time Since Last Charge,0x4150,1,12,14,U2
GPIO,GPIO Config,0x449b,GPIO Configuration,0x449b,1,0,1,H1
GPIO,GPIO Config,0x449c,GPIO Output Enable,0x449b,1,1,2,H1
GPIO,GPIO Config,0x449d,GPIO Default Output Enable,0x449b,1,2,3,H1
GPIO,GPIO Config,0x449e,GPIO Type,0x449b,1,3,4,H1
