CLASS,SUBCLASS,ADDRESS,NAME,CURRENT_ADDRESS,NUM_READS,FROM,TO,TYPE
SBS Configuration,Data,17568,Specification Information,0x449f,1,8,10,H2
LED Support,LED Config,17536,LED Flash Period,0x448d,1,0,2,U2
LED Support,LED Config,17536,LED Blink Period,0x448d,1,2,4,U2
LED Support,LED Config,17536,LED Delay,0x448d,1,4,6,U2
LED Support,LED Config,17536,LED Hold Time,0x448d,1,6,7,U1
LED Support,LED Config,17536,LED Flash Alarm,0x448d,1,7,8,I1
LED Support,LED Config,17536,LED Thresh 1,0x448d,1,8,9,I1
LED Support,LED Config,17536,LED Thresh 2,0x448d,1,9,10,I1
LED Support,LED Config,17536,LED Thresh 3,0x448d,1,10,11,I1
LED Support,LED Config,17536,LED Thresh 4,0x448d,1,11,12,I1
LED Support,LED Config,17536,LED Thresh 5,0x448d,1,12,13,I1
LED Support,LED Config,17536,LCD Refresh Rate,0x448d,1,13,14,U1
Lifetimes,Voltage,16576,Cell 1 Max Voltage,0x40c0,3,0,2,I2
Lifetimes,Voltage,16576,Cell 2 Max Voltage,0x40c0,3,2,4,I2
Lifetimes,Voltage,16576,Cell 3 Max Voltage,0x40c0,3,4,6,I2
Lifetimes,Voltage,16576,Cell 4 Max Voltage,0x40c0,3,6,8,I2
Lifetimes,Voltage,16576,Cell 5 Max Voltage,0x40c0,3,8,10,I2
Lifetimes,Voltage,16576,Cell 6 Max Voltage,0x40c0,3,10,12,I2
Lifetimes,Voltage,16576,Cell 7 Max Voltage,0x40c0,3,12,14,I2
Lifetimes,Voltage,16576,Cell 8 Max Voltage,0x40c0,3,14,16,I2
Lifetimes,Voltage,16576,Cell 9 Max Voltage,0x40c0,3,16,18,I2
Lifetimes,Voltage,16576,Cell 10 Max Voltage,0x40c0,3,18,20,I2
Lifetimes,Voltage,16576,Cell 11 Max Voltage,0x40c0,3,20,22,I2
Lifetimes,Voltage,16576,Cell 12 Max Voltage,0x40c0,3,22,24,I2
Lifetimes,Voltage,16576,Cell 13 Max Voltage,0x40c0,3,24,26,I2
Lifetimes,Voltage,16576,Cell 14 Max Voltage,0x40c0,3,26,28,I2
Lifetimes,Voltage,16576,Cell 15 Max Voltage,0x40c0,3,28,30,I2
Lifetimes,Voltage,16608,Cell 1 Min Voltage,0x40c0,3,32,34,I2
Lifetimes,Voltage,16608,Cell 2 Min Voltage,0x40c0,3,34,36,I2
Lifetimes,Voltage,16608,Cell 3 Min Voltage,0x40c0,3,36,38,I2
Lifetimes,Voltage,16608,Cell 4 Min Voltage,0x40c0,3,38,40,I2
Lifetimes,Voltage,16608,Cell 5 Min Voltage,0x40c0,3,40,42,I2
Lifetimes,Voltage,16608,Cell 6 Min Voltage,0x40c0,3,42,44,I2
Lifetimes,Voltage,16608,Cell 7 Min Voltage,0x40c0,3,44,46,I2
Lifetimes,Voltage,16608,Cell 8 Min Voltage,0x40c0,3,46,48,I2
Lifetimes,Voltage,16608,Cell 9 Min Voltage,0x40c0,3,48,50,I2
Lifetimes,Voltage,16608,Cell 10 Min Voltage,0x40c0,3,50,52,I2
Lifetimes,Voltage,16608,Cell 11 Min Voltage,0x40c0,3,52,54,I2
Lifetimes,Voltage,16608,Cell 12 Min Voltage,0x40c0,3,54,56,I2
Lifetimes,Voltage,16608,Cell 13 Min Voltage,0x40c0,3,56,58,I2
Lifetimes,Voltage,16608,Cell 14 Min Voltage,0x40c0,3,58,60,I2
Lifetimes,Voltage,16608,Cell 15 Min Voltage,0x40c0,3,60,62,I2
Lifetimes,Voltage,16640,Max Delta Cell Voltage,0x40c0,3,64,66,I2
Lifetimes,Current,16640,Max Charge Current,0x4102,1,0,2,I2
Lifetimes,Current,16640,Max Discharge Current,0x4102,1,2,4,I2
Lifetimes,Current,16640,Max Avg Dsg Current,0x4102,1,4,6,I2
Lifetimes,Current,16640,Max Avg Dsg Power,0x4102,1,6,8,I2
Lifetimes,Temperature,16640,Max Temp Cell,0x410a,1,0,1,I1
Lifetimes,Temperature,16640,Min Temp Cell,0x410a,1,1,2,I1
Lifetimes,Temperature,16640,Max Delta Cell Temp,0x410a,1,2,3,I1
Lifetimes,Temperature,16640,Max Temp Fet,0x410a,1,3,4,I1
Lifetimes,Gauge Temperature,16640,Max Temp Int Sensor,0x410e,1,0,1,I1
Lifetimes,Gauge Temperature,16640,Min Temp Int Sensor,0x410e,1,1,2,I1
Lifetimes,Safety Events,16640,No Of COV Events,0x4110,2,0,2,U2
Lifetimes,Safety Events,16640,Last COV Event,0x4110,2,2,4,U2
Lifetimes,Safety Events,16640,No Of CUV Events,0x4110,2,4,6,U2
Lifetimes,Safety Events,16640,Last CUV Event,0x4110,2,6,8,U2
Lifetimes,Safety Events,16640,No Of OCD Events,0x4110,2,8,10,U2
Lifetimes,Safety Events,16640,Last OCD Event,0x4110,2,10,12,U2
Lifetimes,Safety Events,16640,No Of OCC Events,0x4110,2,12,14,U2
Lifetimes,Safety Events,16640,Last OCC Event,0x4110,2,14,16,U2
Lifetimes,Safety Events,16672,No Of AOLD Events,0x4110,2,16,18,U2
Lifetimes,Safety Events,16672,Last AOLD Event,0x4110,2,18,20,U2
Lifetimes,Safety Events,16672,No Of ASCD Events,0x4110,2,20,22,U2
Lifetimes,Safety Events,16672,Last ASCD Event,0x4110,2,22,24,U2
Lifetimes,Safety Events,16672,No Of OTC Events,0x4110,2,24,26,U2
Lifetimes,Safety Events,16672,Last OTC Event,0x4110,2,26,28,U2
Lifetimes,Safety Events,16672,No Of OTD Events,0x4110,2,28,30,U2
Lifetimes,Safety Events,16672,Last OTD Event,0x4110,2,30,32,U2
Lifetimes,Safety Events,16672,No Of OTF Events,0x4110,2,32,34,U2
Lifetimes,Safety Events,16672,Last OTF Event,0x4110,2,34,36,U2
Lifetimes,Charging Events,16672,No Valid Charge Term,0x4134,1,0,2,U2
Lifetimes,Charging Events,16672,Last Valid Charge Term,0x4134,1,2,4,U2
Lifetimes,Gauging Events,16672,No of FCC Updates,0x4138,1,0,2,U2
Lifetimes,Gauging Events,16672,Last FCC Update,0x4138,1,2,4,U2
Lifetimes,Power Events,16672,No Of Shutdowns,0x413c,1,0,1,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 1,0x4140,1,0,1,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 2,0x4140,1,1,2,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 3,0x4140,1,2,3,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 4,0x4140,1,3,4,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 5,0x4140,1,4,5,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 6,0x4140,1,5,6,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 7,0x4140,1,6,7,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 8,0x4140,1,7,8,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 9,0x4140,1,8,9,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 10,0x4140,1,9,10,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 11,0x4140,1,10,11,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 12,0x4140,1,11,12,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 13,0x4140,1,12,13,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 14,0x4140,1,13,14,U1
Lifetimes,Cell Balancing,16704,Cb Time Cell 15,0x4140,1,14,15,U1
Lifetimes,Time,16704,Total Fw Runtime,0x4150,1,0,2,U2
Lifetimes,Time,16704,Time Spent In UT,0x4150,1,2,4,U2
Lifetimes,Time,16704,Time Spent In LT,0x4150,1,4,6,U2
Lifetimes,Time,16704,Time Spent In ST,0x4150,1,6,8,U2
Lifetimes,Time,16704,Time Spent In HT,0x4150,1,8,10,U2
Lifetimes,Time,16704,Time Spent In OT,0x4150,1,10,12,U2
Lifetimes,Time,16704,Time Since Last Charge,0x4150,1,12,14,U2
GPIO,GPIO Config,17536,GPIO Configuration,0x449b,1,0,1,H1
GPIO,GPIO Config,17536,GPIO Output Enable,0x449b,1,1,2,H1
GPIO,GPIO Config,17536,GPIO Default Output Enable,0x449b,1,2,3,H1
GPIO,GPIO Config,17536,GPIO Type,0x449b,1,3,4,H1
